loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Good vs Bad Loan
Fully Paid,6/12/2021,852070,Major Purchase,A4, 36 months,Source Verified,69000,0.0593,31.01,0.0729,1000,29,1075,Good Loan
Fully Paid,12/14/2021,1204890,Major Purchase,B2, 36 months,Source Verified,15600,0.2092,91.21,0.1065,2800,11,3283,Good Loan
Fully Paid,4/12/2021,776736,Major Purchase,C1, 36 months,Source Verified,52692,0.102,116.64,0.1223,3500,7,3967,Good Loan
Fully Paid,3/13/2021,969935,Major Purchase,C3, 36 months,Source Verified,66000,0.0851,307.56,0.1399,9000,4,10617,Good Loan
Fully Paid,7/14/2021,959929,Major Purchase,C5, 36 months,Source Verified,56000,0.0135,139.12,0.1523,4000,8,5008,Good Loan
Fully Paid,7/12/2021,840267,Major Purchase,C4, 36 months,Source Verified,43000,0.2216,40.9,0.138,1200,25,1381,Good Loan
Fully Paid,11/12/2021,712699,Major Purchase,E5, 36 months,Source Verified,129000,0.0253,433.41,0.1793,12000,8,15267,Good Loan
Charged Off,3/12/2021,855716,Major Purchase,A5, 36 months,Verified,24000,0.0875,155.9,0.0766,5000,19,1630,Bad Loan
Charged Off,5/11/2021,527667,Major Purchase,B1, 36 months,Verified,27000,0.1782,393.65,0.1114,12000,25,9477,Bad Loan
Charged Off,3/9/2021,355306,Major Purchase,C4, 36 months,Verified,57000,0.2276,376.52,0.1222,15000,20,2278,Bad Loan
Charged Off,1/11/2022,649022,Major Purchase,D3, 36 months,Verified,19200,0.0881,174.15,0.1533,5000,8,5582,Bad Loan
Charged Off,4/14/2021,962208,Major Purchase,A4, 36 months,Verified,59000,0.0982,311.02,0.0749,10000,16,9953,Bad Loan
Charged Off,2/12/2021,918494,Major Purchase,A4, 36 months,Verified,32700,0.0114,130.25,0.0729,4200,21,1171,Bad Loan
Charged Off,5/12/2021,1219134,Major Purchase,A3, 36 months,Verified,125000,0.0108,933.33,0.0751,30000,10,5575,Bad Loan
Charged Off,1/10/2022,719930,Major Purchase,B5, 36 months,Verified,22440,0.2374,157.46,0.1186,4750,11,629,Bad Loan
Charged Off,9/12/2021,755113,Major Purchase,D3, 36 months,Verified,38400,0.1838,279.61,0.1558,8000,11,6354,Bad Loan
Charged Off,10/10/2021,658984,Major Purchase,D1, 36 months,Verified,12996,0.0813,124.08,0.1459,3600,4,524,Bad Loan
Charged Off,4/10/2021,599220,Major Purchase,F2, 36 months,Verified,600000,0.0709,872.88,0.1843,24000,38,1741,Bad Loan
Charged Off,5/11/2021,701848,Major Purchase,A5, 36 months,Verified,40000,0.0351,156.41,0.0788,5000,9,1596,Bad Loan
Charged Off,4/11/2021,728281,Major Purchase,A5, 36 months,Verified,51873,0.1862,78.21,0.0788,2500,13,468,Bad Loan
Charged Off,5/13/2021,1081164,Major Purchase,A5, 36 months,Verified,27000,0.2244,268.29,0.0849,8500,10,5343,Bad Loan
Charged Off,10/12/2021,734363,Major Purchase,B5, 36 months,Verified,30000,0.0312,248.61,0.1186,7500,15,6126,Bad Loan
Charged Off,11/10/2021,589144,Major Purchase,B4, 36 months,Verified,65000,0.139,599.4,0.1218,18000,23,6606,Bad Loan
Charged Off,8/12/2021,1014720,Major Purchase,B4, 36 months,Verified,42000,0.2266,402.25,0.1149,12200,25,7767,Bad Loan
Charged Off,7/10/2021,548646,Major Purchase,B5, 36 months,Verified,49896,0.1246,802.36,0.1253,23975,14,7291,Bad Loan
Charged Off,3/10/2021,368723,Major Purchase,B2, 36 months,Verified,33996,0.1119,260.06,0.1051,8000,20,3899,Bad Loan
Charged Off,12/12/2021,753340,Major Purchase,C2, 36 months,Verified,50004,0.12,67.98,0.1361,2000,10,1765,Bad Loan
Charged Off,8/10/2021,500549,Major Purchase,C5, 36 months,Verified,54000,0.0671,477.06,0.1379,14000,18,5805,Bad Loan
Charged Off,12/11/2021,663265,Major Purchase,C2, 36 months,Verified,106000,0.0842,843.63,0.1311,25000,16,26296,Bad Loan
Charged Off,7/9/2021,411638,Major Purchase,C5, 36 months,Verified,50004,0.2407,170.38,0.1379,5000,16,511,Bad Loan
Charged Off,11/11/2021,1026296,Major Purchase,D4, 36 months,Verified,13200,0.09,159.31,0.1689,4475,3,511,Bad Loan
Charged Off,2/10/2021,464963,Major Purchase,D5, 36 months,Verified,151016.08,0.2385,871.16,0.1537,25000,42,11638,Bad Loan
Charged Off,3/12/2021,747282,Major Purchase,E1, 36 months,Verified,43000,0.1351,176.9,0.1645,5000,5,3001,Bad Loan
Charged Off,2/14/2021,1252042,Major Purchase,E3, 36 months,Verified,31000,0.1394,368.69,0.1942,10000,9,9737,Bad Loan
Charged Off,5/12/2021,698600,Major Purchase,E5, 36 months,Verified,108000,0.2314,144.47,0.1793,4000,41,3028,Bad Loan
Fully Paid,8/14/2021,999482,Major Purchase,A4, 36 months,Verified,60000,0.2194,124.41,0.0749,4000,47,4479,Good Loan
Fully Paid,8/11/2021,788834,Major Purchase,A1, 36 months,Verified,72000,0.0743,105.56,0.0542,3500,21,3577,Good Loan
Fully Paid,9/12/2021,972454,Major Purchase,A1, 36 months,Verified,70000,0.0888,301.6,0.0542,10000,14,10436,Good Loan
Fully Paid,10/14/2021,1090709,Major Purchase,A1, 36 months,Verified,150000,0.1225,301.6,0.0542,10000,22,10858,Good Loan
Fully Paid,2/12/2021,749626,Major Purchase,A1, 36 months,Verified,107000,0.0837,91.8,0.0639,3000,46,3196,Good Loan
Fully Paid,9/14/2021,1034007,Major Purchase,A1, 36 months,Verified,21600,0.1544,241.28,0.0542,8000,32,8686,Good Loan
Fully Paid,2/12/2021,838604,Major Purchase,A1, 36 months,Verified,75000,0.1699,301.6,0.0542,10000,42,10432,Good Loan
Fully Paid,7/12/2021,1033271,Major Purchase,A2, 36 months,Verified,35000,0.1121,365.01,0.0599,12000,20,12531,Good Loan
Fully Paid,11/13/2021,1090569,Major Purchase,A3, 36 months,Verified,45000,0.2341,154.37,0.0699,5000,10,5499,Good Loan
Fully Paid,3/13/2021,812048,Major Purchase,A3, 36 months,Verified,106369,0.0416,378.96,0.0617,18000,39,13517,Good Loan
Fully Paid,2/12/2021,869310,Major Purchase,A3, 36 months,Verified,123600,0.0274,370.09,0.0692,12000,17,12613,Good Loan
Fully Paid,6/11/2021,699967,Major Purchase,A3, 36 months,Verified,100000,0.1315,185.65,0.0714,6000,22,6316,Good Loan
Fully Paid,5/13/2021,636125,Major Purchase,A3, 36 months,Verified,228000,0.0749,185.64,0.0714,6000,29,6683,Good Loan
Fully Paid,10/12/2021,528555,Major Purchase,A3, 36 months,Verified,54000,0.0911,312.19,0.0774,10000,34,11239,Good Loan
Fully Paid,6/14/2021,946583,Major Purchase,A4, 36 months,Verified,50004,0.0401,139.96,0.0749,4500,18,5038,Good Loan
Fully Paid,10/12/2021,790796,Major Purchase,A4, 36 months,Verified,155000,0.0213,368.01,0.0654,20000,30,12859,Good Loan
Fully Paid,12/14/2021,1239306,Major Purchase,A4, 36 months,Verified,180000,0.1039,312.91,0.079,10000,42,11264,Good Loan
Fully Paid,10/13/2021,737767,Major Purchase,A5, 36 months,Verified,74000,0.1044,312.82,0.0788,10000,15,11262,Good Loan
Fully Paid,8/13/2021,697626,Major Purchase,A5, 36 months,Verified,100000,0.1849,469.22,0.0788,15000,26,16893,Good Loan
Fully Paid,6/11/2021,630255,Major Purchase,A5, 36 months,Verified,77500,0.0155,281.53,0.0788,9000,17,9611,Good Loan
Fully Paid,12/14/2021,1192609,Major Purchase,A1, 36 months,Verified,75000,0.2702,438.28,0.0603,14400,19,15778,Good Loan
Fully Paid,9/12/2021,805728,Major Purchase,A2, 36 months,Verified,80000,0.0319,354.83,0.0579,18000,12,12514,Good Loan
Fully Paid,8/13/2021,691951,Major Purchase,A3, 36 months,Verified,132000,0.0365,297.04,0.0714,9600,7,10694,Good Loan
Fully Paid,8/11/2021,790257,Major Purchase,A4, 36 months,Verified,60000,0,377.21,0.0654,20000,34,12733,Good Loan
Fully Paid,4/13/2021,1007455,Major Purchase,A2, 36 months,Verified,87292,0.0056,292.01,0.0599,9600,17,10321,Good Loan
Fully Paid,11/14/2021,1190782,Major Purchase,A1, 36 months,Verified,80000,0.0124,91.31,0.0603,3000,11,3287,Good Loan
Fully Paid,11/10/2021,513918,Major Purchase,A4, 36 months,Verified,75000,0.0483,284.5,0.0859,9000,21,9610,Good Loan
Fully Paid,9/13/2021,723020,Major Purchase,A4, 36 months,Verified,39000,0.2138,186.67,0.0751,6000,25,6720,Good Loan
Fully Paid,9/11/2021,992770,Major Purchase,A3, 36 months,Verified,73000,0.0827,638.29,0.0699,20675,30,20796,Good Loan
Fully Paid,10/13/2021,737294,Major Purchase,A3, 36 months,Verified,93000,0.1315,216.59,0.0714,7000,26,7798,Good Loan
Fully Paid,6/13/2021,801199,Major Purchase,A3, 36 months,Verified,200000,0.0833,182.24,0.0617,9000,31,6535,Good Loan
Fully Paid,1/11/2022,1041639,Major Purchase,A4, 36 months,Verified,200000,0.0121,435.43,0.0749,14000,19,14308,Good Loan
Fully Paid,8/13/2021,754921,Major Purchase,A2, 36 months,Verified,65000,0.0377,192.3,0.0676,6250,21,6917,Good Loan
Fully Paid,11/14/2021,1084348,Major Purchase,A4, 36 months,Verified,125004,0.0303,938.71,0.079,30000,40,33793,Good Loan
Fully Paid,12/12/2021,681577,Major Purchase,A5, 36 months,Verified,160000,0.106,375.38,0.0788,12000,29,13446,Good Loan
Fully Paid,7/14/2021,985030,Major Purchase,A1, 36 months,Verified,93000,0.2698,301.6,0.0542,10000,26,10858,Good Loan
Fully Paid,3/13/2021,776715,Major Purchase,A2, 36 months,Verified,100000,0.0492,109.18,0.0579,3600,46,3907,Good Loan
Fully Paid,12/13/2021,795840,Major Purchase,A4, 36 months,Verified,103500,0.0864,230.01,0.0654,7500,19,8279,Good Loan
Fully Paid,1/14/2022,1258243,Major Purchase,A5, 36 months,Verified,43200,0.1778,95.26,0.089,3000,25,3430,Good Loan
Fully Paid,7/12/2021,1079969,Major Purchase,A1, 36 months,Verified,115000,0.0498,506.69,0.0542,16800,33,17322,Good Loan
Fully Paid,7/11/2021,789894,Major Purchase,A3, 36 months,Verified,100000,0.0041,369.04,0.0617,20000,23,12190,Good Loan
Fully Paid,3/14/2021,1191318,Major Purchase,A5, 36 months,Verified,85000,0.2448,228.63,0.089,7200,28,8171,Good Loan
Fully Paid,1/13/2022,803370,Major Purchase,A1, 36 months,Verified,56000,0.1723,180.96,0.0542,6000,27,6515,Good Loan
Fully Paid,4/12/2021,917460,Major Purchase,A2, 36 months,Verified,38000,0.0758,136.48,0.0579,4500,17,4708,Good Loan
Fully Paid,7/12/2021,917498,Major Purchase,A2, 36 months,Verified,154000,0.0168,181.97,0.0579,6000,45,6318,Good Loan
Fully Paid,8/12/2021,498368,Major Purchase,A3, 36 months,Verified,147996,0.0092,235.03,0.08,7500,24,8461,Good Loan
Fully Paid,8/13/2021,1100116,Major Purchase,A3, 36 months,Verified,65000,0.1126,102.67,0.0751,3300,21,3622,Good Loan
Fully Paid,1/14/2022,1264186,Major Purchase,A3, 36 months,Verified,45000,0.2773,186.67,0.0751,6000,33,6720,Good Loan
Fully Paid,2/12/2021,1083246,Major Purchase,A4, 36 months,Verified,80000,0.1028,777.55,0.0749,25000,15,25601,Good Loan
Fully Paid,6/13/2021,904837,Major Purchase,A4, 36 months,Verified,40000,0.1257,186.06,0.0729,6000,15,6626,Good Loan
Fully Paid,12/14/2021,1230386,Major Purchase,A5, 36 months,Verified,200000,0.086,476.3,0.089,15000,28,17147,Good Loan
Fully Paid,1/13/2022,806395,Major Purchase,A2, 36 months,Verified,45000,0.0053,151.64,0.0579,5000,13,5459,Good Loan
Fully Paid,3/13/2021,1072947,Major Purchase,A2, 36 months,Verified,65004,0.01,45.63,0.0599,1500,13,1601,Good Loan
Fully Paid,3/13/2021,980576,Major Purchase,A2, 36 months,Verified,30000,0.2744,90.5,0.0599,2975,14,3174,Good Loan
Fully Paid,4/14/2021,884588,Major Purchase,A3, 36 months,Verified,60626,0.0168,77.11,0.0692,2500,6,2776,Good Loan
Fully Paid,7/12/2021,458194,Major Purchase,A4, 36 months,Verified,189000,0.0769,159.74,0.0932,5000,35,5750,Good Loan
Fully Paid,6/12/2021,760512,Major Purchase,A4, 36 months,Verified,75000,0.1507,93.34,0.0751,3000,19,3274,Good Loan
Fully Paid,7/14/2021,1009090,Major Purchase,A5, 36 months,Verified,130000,0.0698,315.63,0.0849,10000,11,11360,Good Loan
Fully Paid,6/13/2021,739883,Major Purchase,A3, 36 months,Verified,45000,0.2109,123.77,0.0714,4000,22,4448,Good Loan
Fully Paid,10/13/2021,729226,Major Purchase,A3, 36 months,Verified,175000,0.1872,77.36,0.0714,2500,41,2785,Good Loan
Fully Paid,6/14/2021,940059,Major Purchase,A4, 36 months,Verified,102000,0.1429,186.61,0.0749,6000,28,6718,Good Loan
Fully Paid,7/13/2021,1005820,Major Purchase,A2, 36 months,Verified,102000,0.0621,304.18,0.0599,10000,29,10816,Good Loan
Fully Paid,12/12/2021,900366,Major Purchase,A4, 36 months,Verified,115000,0.069,372.12,0.0729,12000,27,13045,Good Loan
Fully Paid,1/13/2022,783704,Major Purchase,A1, 36 months,Verified,98004,0.0544,180.96,0.0542,6000,36,6515,Good Loan
Fully Paid,4/14/2021,1207177,Major Purchase,A2, 36 months,Verified,170000,0.0479,337.75,0.0662,11000,25,12107,Good Loan
Fully Paid,3/11/2021,547379,Major Purchase,A2, 36 months,Verified,99900,0.0018,83.86,0.074,2700,28,2915,Good Loan
Fully Paid,11/13/2021,1086041,Major Purchase,A2, 36 months,Verified,144000,0.0472,304.18,0.0599,10000,60,10852,Good Loan
Fully Paid,1/11/2022,728948,Major Purchase,A3, 36 months,Verified,75000,0.0789,247.53,0.0714,8000,21,8428,Good Loan
Fully Paid,2/14/2021,833421,Major Purchase,A3, 36 months,Verified,65200,0.0804,246.73,0.0692,8000,43,8883,Good Loan
Fully Paid,8/13/2021,1201371,Major Purchase,A4, 36 months,Verified,78000,0.0529,250.33,0.079,8000,25,8821,Good Loan
Fully Paid,8/13/2021,698865,Major Purchase,A4, 36 months,Verified,124000,0.0561,252,0.0751,8100,42,9072,Good Loan
Fully Paid,1/13/2022,793098,Major Purchase,A3, 36 months,Verified,56256,0.0346,198.25,0.0617,6500,30,7138,Good Loan
Fully Paid,5/13/2021,905828,Major Purchase,A4, 36 months,Verified,124726,0.0014,465.15,0.0729,15000,20,16204,Good Loan
Fully Paid,4/13/2021,849887,Major Purchase,A3, 36 months,Verified,65004,0.0689,200.47,0.0692,6500,12,7143,Good Loan
Fully Paid,11/11/2021,408226,Major Purchase,A5, 36 months,Verified,125000,0.1053,256.76,0.0963,8000,27,9201,Good Loan
Fully Paid,12/10/2021,504633,Major Purchase,A3, 36 months,Verified,68000,0.1419,125.35,0.08,4000,14,4329,Good Loan
Fully Paid,5/13/2021,799249,Major Purchase,A3, 36 months,Verified,170000,0.1592,187.57,0.0617,10000,39,6719,Good Loan
Fully Paid,5/14/2021,892048,Major Purchase,A2, 36 months,Verified,60000,0.1614,197.13,0.0579,6500,23,7096,Good Loan
Fully Paid,10/13/2021,737624,Major Purchase,A2, 36 months,Verified,58896,0.1473,292.3,0.0676,9500,45,10523,Good Loan
Fully Paid,7/13/2021,676179,Major Purchase,A2, 36 months,Verified,107364,0.046,246.14,0.0676,8000,29,8861,Good Loan
Fully Paid,10/13/2021,738235,Major Purchase,A3, 36 months,Verified,141000,0.0831,278.48,0.0714,9000,24,10026,Good Loan
Fully Paid,3/11/2021,742951,Major Purchase,A4, 36 months,Verified,36000,0.0667,31.12,0.0751,1000,18,1030,Good Loan
Fully Paid,9/12/2021,511324,Major Purchase,B4, 36 months,Verified,78000,0.0523,530.63,0.1189,16000,13,19102,Good Loan
Fully Paid,7/14/2021,986613,Major Purchase,B2, 36 months,Verified,108000,0.094,670.43,0.1059,21600,33,24100,Good Loan
Fully Paid,6/13/2021,651951,Major Purchase,B3, 36 months,Verified,143485,0.1905,260.48,0.1062,8000,21,9378,Good Loan
Fully Paid,8/14/2021,1017890,Major Purchase,B3, 36 months,Verified,310000,0.1283,458.28,0.1099,14000,18,16498,Good Loan
Fully Paid,12/13/2021,779542,Major Purchase,B4, 36 months,Verified,93000,0.0745,612.99,0.0999,25000,18,22070,Good Loan
Fully Paid,6/14/2021,946062,Major Purchase,B5, 36 months,Verified,192000,0.0039,332.1,0.1199,10000,21,11955,Good Loan
Fully Paid,5/13/2021,633435,Major Purchase,B3, 36 months,Verified,120000,0.0088,789.58,0.1062,24250,24,28427,Good Loan
Fully Paid,5/11/2021,308484,Major Purchase,B3, 36 months,Verified,225000,0.0451,587.14,0.1008,25000,39,21137,Good Loan
Fully Paid,10/10/2021,615802,Major Purchase,B3, 36 months,Verified,69000,0.0066,358.16,0.1062,11000,34,11257,Good Loan
Fully Paid,7/13/2021,678610,Major Purchase,B5, 36 months,Verified,57360,0.0565,708.53,0.1186,23000,33,25509,Good Loan
Fully Paid,12/13/2021,781290,Major Purchase,B3, 36 months,Verified,64992,0.1643,80.23,0.0962,2500,39,2888,Good Loan
Fully Paid,12/13/2021,869873,Major Purchase,B1, 36 months,Verified,205000,0.137,320.94,0.0963,10000,37,11528,Good Loan
Fully Paid,11/10/2021,656461,Major Purchase,B3, 36 months,Verified,90000,0.0837,789.58,0.1062,24250,24,25272,Good Loan
Fully Paid,3/13/2021,1024572,Major Purchase,B3, 36 months,Verified,82000,0.1055,654.68,0.1099,20000,11,22606,Good Loan
Fully Paid,11/12/2021,1015591,Major Purchase,B1, 36 months,Verified,80000,0.1431,806.57,0.0999,25000,18,26720,Good Loan
Fully Paid,3/14/2021,830303,Major Purchase,B1, 36 months,Verified,120000,0.0368,590.53,0.0963,18400,19,21261,Good Loan
Fully Paid,2/13/2021,813994,Major Purchase,B4, 36 months,Verified,140000,0.0287,806.57,0.0999,25000,16,28484,Good Loan
Fully Paid,9/13/2021,704175,Major Purchase,B4, 36 months,Verified,63000,0.1048,207.72,0.1149,6300,33,7478,Good Loan
Fully Paid,5/14/2021,905092,Major Purchase,B5, 36 months,Verified,450000,0.1135,1147.68,0.1111,35000,45,41316,Good Loan
Fully Paid,10/12/2021,694201,Major Purchase,B5, 36 months,Verified,100000,0.123,265.18,0.1186,8000,36,9381,Good Loan
Fully Paid,5/11/2021,695631,Major Purchase,B1, 36 months,Verified,84000,0.1407,324.46,0.1038,10000,34,10703,Good Loan
Fully Paid,11/14/2021,1204954,Major Purchase,B3, 36 months,Verified,67500,0.1223,476.3,0.1171,14400,27,17147,Good Loan
Fully Paid,10/12/2021,531776,Major Purchase,B4, 36 months,Verified,225000,0.1665,466.2,0.1218,14000,23,16783,Good Loan
Fully Paid,12/13/2021,777212,Major Purchase,B5, 36 months,Verified,53004,0.1861,77.85,0.1036,2400,19,2803,Good Loan
Fully Paid,1/14/2022,1280768,Major Purchase,B2, 36 months,Verified,33000,0.2375,289.09,0.1065,8875,18,10407,Good Loan
Fully Paid,6/14/2021,920290,Major Purchase,B2, 36 months,Verified,107004,0.2477,484.01,0.1,15000,29,17424,Good Loan
Fully Paid,3/14/2021,1089598,Major Purchase,B5, 36 months,Verified,75996,0.1795,332.1,0.1199,10000,32,11865,Good Loan
Fully Paid,11/12/2021,368536,Major Purchase,B2, 36 months,Verified,80000,0.0333,725.31,0.1148,22000,49,26112,Good Loan
Fully Paid,10/14/2021,1088334,Major Purchase,B2, 36 months,Verified,38000,0.2413,331.96,0.1059,10200,26,11950,Good Loan
Fully Paid,3/11/2021,522541,Major Purchase,B3, 36 months,Verified,233000,0.0853,497.01,0.1183,15000,32,17022,Good Loan
Fully Paid,2/12/2021,390098,Major Purchase,B1, 36 months,Verified,37000,0.1472,245.36,0.1095,7500,28,8833,Good Loan
Fully Paid,8/13/2021,691929,Major Purchase,B4, 36 months,Verified,59000,0.0598,184.64,0.1149,5600,26,6647,Good Loan
Fully Paid,11/11/2021,1095787,Major Purchase,B1, 36 months,Verified,262000,0.0074,412.48,0.0991,12800,17,12906,Good Loan
Fully Paid,9/13/2021,708382,Major Purchase,B4, 36 months,Verified,75000,0.2054,39.57,0.1149,1200,31,1424,Good Loan
Fully Paid,12/13/2021,766209,Major Purchase,B5, 36 months,Verified,129996,0.2195,248.61,0.1186,7500,46,8950,Good Loan
Fully Paid,10/14/2021,1050598,Major Purchase,B4, 36 months,Verified,68000,0.0999,329.72,0.1149,10000,23,11870,Good Loan
Fully Paid,7/13/2021,674620,Major Purchase,B5, 36 months,Verified,57000,0.1259,248.61,0.1186,7500,28,8950,Good Loan
Fully Paid,3/10/2021,501952,Major Purchase,B2, 36 months,Verified,80000,0.0066,494.53,0.1148,15000,8,15810,Good Loan
Fully Paid,8/11/2021,621698,Major Purchase,B3, 36 months,Verified,207182,0.0534,716.32,0.1062,22000,39,24404,Good Loan
Fully Paid,11/13/2021,986550,Major Purchase,C1, 36 months,Verified,60000,0.1004,117.92,0.1299,3500,11,4190,Good Loan
Fully Paid,4/13/2021,732156,Major Purchase,C1, 36 months,Verified,100000,0.1754,121.7,0.1323,3600,30,4354,Good Loan
Fully Paid,2/14/2021,807163,Major Purchase,C4, 36 months,Verified,174996,0.2237,220.11,0.1335,6500,52,7924,Good Loan
Fully Paid,6/13/2021,688404,Major Purchase,C3, 36 months,Verified,40000,0.129,521.07,0.1398,15250,12,18717,Good Loan
Fully Paid,3/12/2021,724336,Major Purchase,C5, 36 months,Verified,38400,0.0863,345.29,0.1472,10000,12,11673,Good Loan
Fully Paid,9/10/2021,649712,Major Purchase,C3, 36 months,Verified,85000,0.1207,678.49,0.1348,20000,28,20868,Good Loan
Fully Paid,5/14/2021,900831,Major Purchase,C1, 36 months,Verified,115000,0.1171,150.94,0.1268,4500,37,5433,Good Loan
Fully Paid,4/12/2021,1097673,Major Purchase,C3, 36 months,Verified,97000,0.1925,344.95,0.1465,10000,33,10583,Good Loan
Fully Paid,7/12/2021,495691,Major Purchase,C1, 36 months,Verified,70000,0.0665,180.72,0.1253,5400,12,6519,Good Loan
Fully Paid,8/14/2021,1048100,Major Purchase,C3, 36 months,Verified,285000,0.1427,341.73,0.1399,10000,37,12122,Good Loan
Fully Paid,9/12/2021,685980,Major Purchase,C5, 36 months,Verified,17760,0.0676,171.78,0.1472,4975,8,5961,Good Loan
Fully Paid,6/11/2021,901345,Major Purchase,C5, 36 months,Verified,55800,0.0899,119.92,0.1417,3500,13,3542,Good Loan
Fully Paid,9/13/2021,720566,Major Purchase,C2, 36 months,Verified,53124,0.0269,220.93,0.1361,6500,9,7953,Good Loan
Fully Paid,1/9/2022,404635,Major Purchase,C2, 36 months,Verified,155867,0.0821,268.95,0.1284,8000,41,8632,Good Loan
Fully Paid,3/13/2021,783902,Major Purchase,D1, 36 months,Verified,140000,0.1528,342.22,0.1409,10000,37,12147,Good Loan
Fully Paid,6/12/2021,921786,Major Purchase,D2, 36 months,Verified,95000,0.2194,830.92,0.1491,24000,18,27123,Good Loan
Fully Paid,5/9/2021,356729,Major Purchase,D2, 36 months,Verified,71688,0.1895,212.79,0.1317,7500,37,6808,Good Loan
Fully Paid,3/13/2021,897070,Major Purchase,D2, 36 months,Verified,40700,0.0121,706.28,0.1491,20400,4,24563,Good Loan
Fully Paid,5/14/2021,901731,Major Purchase,D5, 36 months,Verified,96000,0.2104,175.84,0.1602,5000,39,6330,Good Loan
Fully Paid,3/12/2021,1033818,Major Purchase,D1, 36 months,Verified,72000,0.1482,139.88,0.1562,4000,40,4295,Good Loan
Fully Paid,6/14/2021,925326,Major Purchase,D3, 36 months,Verified,72000,0.1678,365.43,0.1528,10500,33,13155,Good Loan
Fully Paid,7/12/2021,520792,Major Purchase,D1, 36 months,Verified,115000,0.0182,689.51,0.1461,20000,53,23350,Good Loan
Fully Paid,1/12/2022,840004,Major Purchase,D5, 36 months,Verified,120000,0.1465,852.8,0.1602,24250,30,29588,Good Loan
Fully Paid,10/12/2021,578915,Major Purchase,C2, 36 months,Verified,58800,0.0588,331.25,0.1322,9800,21,11904,Good Loan
Fully Paid,12/10/2021,393797,Major Purchase,B5, 36 months,Verified,23000,0.095,79.96,0.1221,2400,4,2754,Good Loan
Fully Paid,3/12/2021,514847,Major Purchase,B5, 36 months,Verified,63200,0.1194,160.64,0.1253,4800,15,5738,Good Loan
Fully Paid,10/13/2021,731153,Major Purchase,A5, 36 months,Verified,29004,0.0794,156.41,0.0788,5000,9,5631,Good Loan
Fully Paid,8/14/2021,985348,Major Purchase,A3, 36 months,Verified,70000,0.283,124.28,0.0742,4000,49,4474,Good Loan
Fully Paid,6/13/2021,748008,Major Purchase,A4, 36 months,Verified,139380,0.1001,280,0.0751,9000,31,10054,Good Loan
Fully Paid,11/14/2021,1200612,Major Purchase,A1, 36 months,Verified,24000,0.1345,365.23,0.0603,12000,30,13148,Good Loan
Fully Paid,1/13/2022,807922,Major Purchase,A1, 36 months,Verified,21996,0.0944,250.33,0.0542,8300,16,9013,Good Loan
Fully Paid,4/14/2021,1025574,Major Purchase,A5, 36 months,Verified,75000,0.1141,157.82,0.0849,5000,9,5665,Good Loan
Fully Paid,4/13/2021,695228,Major Purchase,A5, 36 months,Verified,142000,0.141,234.61,0.0788,7500,24,8431,Good Loan
Fully Paid,10/11/2021,1034898,Major Purchase,A3, 36 months,Verified,91000,0.1217,216.11,0.0699,7000,28,7041,Good Loan
Fully Paid,1/13/2022,790745,Major Purchase,A4, 36 months,Verified,138000,0.045,339.64,0.0654,16500,20,12227,Good Loan
Fully Paid,4/11/2021,540456,Major Purchase,B2, 36 months,Verified,37584,0.1019,659.37,0.1148,20000,11,22615,Good Loan
Fully Paid,12/11/2021,857660,Major Purchase,B5, 36 months,Verified,72000,0.0397,819.78,0.1111,25000,14,26883,Good Loan
Fully Paid,7/11/2021,863017,Major Purchase,B1, 36 months,Verified,158000,0.2224,320.94,0.0963,10000,22,10159,Good Loan
Fully Paid,12/14/2021,1234788,Major Purchase,B5, 36 months,Verified,50000,0.1097,167.73,0.1269,5000,17,6038,Good Loan
Fully Paid,3/14/2021,851524,Major Purchase,B3, 36 months,Verified,28872,0.0353,64.89,0.1037,2000,15,2336,Good Loan
Fully Paid,7/11/2021,759088,Major Purchase,B3, 36 months,Verified,31416,0.0172,262.37,0.1112,8000,7,8543,Good Loan
Fully Paid,11/13/2021,762319,Major Purchase,B5, 36 months,Verified,159996,0.1115,331.48,0.1186,10000,30,11933,Good Loan
Fully Paid,1/13/2022,792266,Major Purchase,C2, 36 months,Verified,65000,0.0138,402.08,0.1261,12000,9,14475,Good Loan
Fully Paid,3/10/2021,594013,Major Purchase,C5, 36 months,Verified,180000,0.002,686.12,0.1426,20000,10,20238,Good Loan
Fully Paid,8/12/2021,909387,Major Purchase,C3, 36 months,Verified,81000,0.1945,305.12,0.1343,9000,41,10236,Good Loan
Fully Paid,7/12/2021,455635,Major Purchase,C1, 36 months,Verified,25000,0.1253,160.64,0.1253,4800,8,5783,Good Loan
Fully Paid,7/10/2021,417736,Major Purchase,C5, 36 months,Verified,21000,0.1143,272.61,0.1379,8000,8,9089,Good Loan
Fully Paid,10/14/2021,1091058,Major Purchase,C1, 36 months,Verified,50000,0.246,141.5,0.1299,4200,6,5094,Good Loan
Fully Paid,9/13/2021,719645,Major Purchase,D1, 36 months,Verified,17000,0.1496,110.68,0.1484,3200,20,3985,Good Loan
Fully Paid,12/10/2021,641234,Major Purchase,F4, 36 months,Verified,220000,0.0214,542.86,0.1941,14725,30,15491,Good Loan
Fully Paid,7/11/2021,739228,Major Purchase,A3, 36 months,Verified,24696,0.0739,297.04,0.0714,9600,8,10062,Good Loan
